question_id,split_name,task_family,answer_source
24715,single_train,single,image-span
107716,single_train,single,non-extractive
107713,single_train,single,image-span
107715,single_train,single,multi-span
107718,single_train,single,question-span
107714,single_train,single,question-span
107720,single_train,single,non-extractive
89404,single_train,single,image-span
89407,single_train,single,non-extractive
89400,single_train,single,multi-span
89401,single_train,single,question-span
89406,single_train,single,image-span
89399,single_train,single,multi-span
89402,single_train,single,question-span
89398,single_train,single,multi-span
89405,single_train,single,image-span
89403,single_train,single,question-span
3474,single_train,single,non-extractive
3467,single_train,single,multi-span
3469,single_train,single,image-span
3472,single_train,single,question-span
3471,single_train,single,non-extractive
3470,single_train,single,multi-span
3468,single_train,single,non-extractive
3465,single_train,single,image-span
3466,single_train,single,question-span
75080,single_train,single,non-extractive
75073,single_train,single,multi-span
75072,single_train,single,question-span
75077,single_train,single,non-extractive
75074,single_train,single,non-extractive
75076,single_train,single,multi-span
75078,single_train,single,image-span
75075,single_train,single,image-span
75079,single_train,single,multi-span
156307,single_train,single,non-extractive
156312,single_train,single,image-span
156311,single_train,single,non-extractive
156309,single_train,single,question-span
156304,single_train,single,image-span
156308,single_train,single,image-span
156313,single_train,single,multi-span
156305,single_train,single,question-span
156310,single_train,single,multi-span
127471,single_train,single,question-span
127473,single_train,single,non-extractive
127470,single_train,single,image-span
127467,single_train,single,question-span
127468,single_train,single,multi-span
127466,single_train,single,image-span
127472,single_train,single,multi-span
127469,single_train,single,non-extractive
127477,single_train,single,non-extractive
124877,single_train,single,question-span
124881,single_train,single,image-span
124878,single_train,single,question-span
124880,single_train,single,image-span
124882,single_train,single,image-span
124875,single_train,single,multi-span
124879,single_train,single,question-span
124876,single_train,single,multi-span
88621,single_train,single,question-span
88620,single_train,single,multi-span
88623,single_train,single,image-span
153992,single_train,single,image-span
153998,single_train,single,non-extractive
153993,single_train,single,multi-span
153997,single_train,single,multi-span
153996,single_train,single,question-span
153994,single_train,single,non-extractive
153995,single_train,single,image-span
97906,single_train,single,question-span
97907,single_train,single,multi-span
97902,single_train,single,question-span
97901,single_train,single,image-span
97911,single_train,single,multi-span
97905,single_train,single,image-span
97903,single_train,single,multi-span
159620,single_train,single,multi-span
159616,single_train,single,multi-span
159619,single_train,single,question-span
159618,single_train,single,image-span
159614,single_train,single,image-span
159615,single_train,single,question-span
159617,single_train,single,non-extractive
28489,single_train,single,question-span
28490,single_train,single,non-extractive
28488,single_train,single,image-span
28485,single_train,single,question-span
28486,single_train,single,multi-span
28487,single_train,single,non-extractive
28484,single_train,single,image-span
23229,single_train,single,multi-span
23233,single_train,single,multi-span
23228,single_train,single,image-span
23232,single_train,single,question-span
23230,single_train,single,non-extractive
23234,single_train,single,non-extractive
91053,single_train,single,multi-span
91051,single_train,single,multi-span
91054,single_train,single,question-span
91058,single_train,single,image-span
91059,single_train,single,image-span
91060,single_train,single,non-extractive
91062,single_train,single,non-extractive
91052,single_train,single,multi-span
91056,single_train,single,question-span
91061,single_train,single,non-extractive
91057,single_train,single,image-span
91055,single_train,single,question-span
145269,single_train,single,image-span
145278,single_train,single,non-extractive
145270,single_train,single,question-span
145273,single_train,single,image-span
145274,single_train,single,non-extractive
145272,single_train,single,non-extractive
145271,single_train,single,multi-span
153183,single_train,single,multi-span
153176,single_train,single,question-span
153177,single_train,single,multi-span
153178,single_train,single,non-extractive
153175,single_train,single,image-span
153181,single_train,single,non-extractive
153179,single_train,single,image-span
153180,single_train,single,question-span
153182,single_train,single,question-span
153184,single_train,single,question-span
15770,single_train,single,question-span
15771,single_train,single,multi-span
15769,single_train,single,image-span
15773,single_train,single,image-span
112378,single_train,single,question-span
112382,single_train,single,question-span
112381,single_train,single,image-span
112383,single_train,single,non-extractive
112377,single_train,single,image-span
112379,single_train,single,multi-span
153208,single_train,single,question-span
153207,single_train,single,image-span
153210,single_train,single,non-extractive
